fips,name,pop
18151,"Steuben County, Indiana",34591
18153,"Sullivan County, Indiana",20647
18155,"Switzerland County, Indiana",10727
18157,"Tippecanoe County, Indiana",193302
18159,"Tipton County, Indiana",15154
18161,"Union County, Indiana",7140
18163,"Vanderburgh County, Indiana",181548
18165,"Vermillion County, Indiana",15485
18167,"Vigo County, Indiana",107305
18169,"Wabash County, Indiana",31198
18171,"Warren County, Indiana",8219
18173,"Warrick County, Indiana",62608
18175,"Washington County, Indiana",27942
18177,"Wayne County, Indiana",66176
18179,"Wells County, Indiana",28010
18181,"White County, Indiana",24163
18183,"Whitley County, Indiana",33899
19001,"Adair County, Iowa",7048
19003,"Adams County, Iowa",3633
19005,"Allamakee County, Iowa",13761
19007,"Appanoose County, Iowa",12462
19009,"Audubon County, Iowa",5528
19011,"Benton County, Iowa",25558
19013,"Black Hawk County, Iowa",131813
19015,"Boone County, Iowa",26381
19017,"Bremer County, Iowa",25032
19019,"Buchanan County, Iowa",21141
19021,"Buena Vista County, Iowa",19950
19023,"Butler County, Iowa",14508
19025,"Calhoun County, Iowa",9656
19027,"Carroll County, Iowa",20150
19029,"Cass County, Iowa",12990
19031,"Cedar County, Iowa",18475
19033,"Cerro Gordo County, Iowa",42672
19035,"Cherokee County, Iowa",11281
19037,"Chickasaw County, Iowa",11970
19039,"Clarke County, Iowa",9383
19041,"Clay County, Iowa",16138
19043,"Clayton County, Iowa",17527
19045,"Clinton County, Iowa",46734
19047,"Crawford County, Iowa",16998
19049,"Dallas County, Iowa",90418
19051,"Davis County, Iowa",8977
19053,"Decatur County, Iowa",7908
19055,"Delaware County, Iowa",17107
19057,"Des Moines County, Iowa",39227
19059,"Dickinson County, Iowa",17260
19061,"Dubuque County, Iowa",97193
19063,"Emmet County, Iowa",9322
19065,"Fayette County, Iowa",19604
19067,"Floyd County, Iowa",15713
19069,"Franklin County, Iowa",10091
19071,"Fremont County, Iowa",6895
19073,"Greene County, Iowa",8923
19075,"Grundy County, Iowa",12262
19077,"Guthrie County, Iowa",10702
19079,"Hamilton County, Iowa",14905
19081,"Hancock County, Iowa",10709
19083,"Hardin County, Iowa",16924
19085,"Harrison County, Iowa",14043
19087,"Henry County, Iowa",19889
19089,"Howard County, Iowa",9201
19091,"Humboldt County, Iowa",9518
19093,"Ida County, Iowa",6862
19095,"Iowa County, Iowa",16155
19097,"Jackson County, Iowa",19348
19099,"Jasper County, Iowa",37032
19101,"Jefferson County, Iowa",18153
19103,"Johnson County, Iowa",150819
19105,"Jones County, Iowa",20575
19107,"Keokuk County, Iowa",10163
19109,"Kossuth County, Iowa",14864
19111,"Lee County, Iowa",33946
19113,"Linn County, Iowa",225601
19115,"Louisa County, Iowa",11125
19117,"Lucas County, Iowa",8556
19119,"Lyon County, Iowa",11800
19121,"Madison County, Iowa",16148
19123,"Mahaska County, Iowa",22351
19125,"Marion County, Iowa",33193
19127,"Marshall County, Iowa",39804
19129,"Mills County, Iowa",15023
19131,"Mitchell County, Iowa",10588
19133,"Monona County, Iowa",8675
19135,"Monroe County, Iowa",7761
19137,"Montgomery County, Iowa",10016
19139,"Muscatine County, Iowa",42703
19141,"O'Brien County, Iowa",13796
19143,"Osceola County, Iowa",6016
19145,"Page County, Iowa",15205
19147,"Palo Alto County, Iowa",8941
19149,"Plymouth County, Iowa",25141
19151,"Pocahontas County, Iowa",6725
19153,"Polk County, Iowa",485418
19155,"Pottawattamie County, Iowa",93478
19157,"Poweshiek County, Iowa",18391
19159,"Ringgold County, Iowa",4922
19161,"Sac County, Iowa",9711
19163,"Scott County, Iowa",172938
19165,"Shelby County, Iowa",11544
19167,"Sioux County, Iowa",34900
19169,"Story County, Iowa",97355
19171,"Tama County, Iowa",16962
19173,"Taylor County, Iowa",6160
19175,"Union County, Iowa",12303
19177,"Van Buren County, Iowa",7104
19179,"Wapello County, Iowa",35102
19181,"Warren County, Iowa",50867
19183,"Washington County, Iowa",22100
19185,"Wayne County, Iowa",6426
19187,"Webster County, Iowa",36348
19189,"Winnebago County, Iowa",10474
19191,"Winneshiek County, Iowa",20090
19193,"Woodbury County, Iowa",102687
19195,"Worth County, Iowa",7422
19197,"Wright County, Iowa",12644
20001,"Allen County, Kansas",12503
20003,"Anderson County, Kansas",7877
20005,"Atchison County, Kansas",16210
20007,"Barber County, Kansas",4493
20009,"Barton County, Kansas",26209
20011,"Bourbon County, Kansas",14539
20013,"Brown County, Kansas",9575
20015,"Butler County, Kansas",66890
20017,"Chase County, Kansas",2604
20019,"Chautauqua County, Kansas",3280
20021,"Cherokee County, Kansas",20017
20023,"Cheyenne County, Kansas",2639
20025,"Clark County, Kansas",2006
20027,"Clay County, Kansas",8030
20029,"Cloud County, Kansas",8831
20031,"Coffey County, Kansas",8218
20033,"Comanche County, Kansas",1759
20035,"Cowley County, Kansas",35090
20037,"Crawford County, Kansas",38874
20039,"Decatur County, Kansas",2826
20041,"Dickinson County, Kansas",18614
20043,"Doniphan County, Kansas",7616
20045,"Douglas County, Kansas",121304
20047,"Edwards County, Kansas",2822
20049,"Elk County, Kansas",2502
20051,"Ellis County, Kansas",28747
20053,"Ellsworth County, Kansas",6176
20055,"Finney County, Kansas",36451
20057,"Ford County, Kansas",33718
20059,"Franklin County, Kansas",25643
20061,"Geary County, Kansas",33309
20063,"Gove County, Kansas",2650
20065,"Graham County, Kansas",2464
20067,"Grant County, Kansas",7324
20069,"Gray County, Kansas",6020
20071,"Greeley County, Kansas",1156
20073,"Greenwood County, Kansas",6010
20075,"Hamilton County, Kansas",2552
20077,"Harper County, Kansas",5506
20079,"Harvey County, Kansas",34434
20081,"Haskell County, Kansas",3990
20083,"Hodgeman County, Kansas",1872
20085,"Jackson County, Kansas",13249
20087,"Jefferson County, Kansas",18974
20089,"Jewell County, Kansas",2854
20091,"Johnson County, Kansas",597574
20093,"Kearny County, Kansas",3863
20095,"Kingman County, Kansas",7173
20097,"Kiowa County, Kansas",2483
20099,"Labette County, Kansas",19938
20101,"Lane County, Kansas",1523
20103,"Leavenworth County, Kansas",81499
20105,"Lincoln County, Kansas",3013
20107,"Linn County, Kansas",9687
20109,"Logan County, Kansas",2789
20111,"Lyon County, Kansas",33237
20113,"McPherson County, Kansas",28557
20115,"Marion County, Kansas",11865
20117,"Marshall County, Kansas",9713
20119,"Meade County, Kansas",4120
20121,"Miami County, Kansas",33740
20123,"Mitchell County, Kansas",6053
20125,"Montgomery County, Kansas",32114
20127,"Morris County, Kansas",5551
20129,"Morton County, Kansas",2656
20131,"Nemaha County, Kansas",10109
20133,"Neosho County, Kansas",16008
20135,"Ness County, Kansas",2838
20137,"Norton County, Kansas",5416
20139,"Osage County, Kansas",15855
20141,"Osborne County, Kansas",3494
20143,"Ottawa County, Kansas",5776
20145,"Pawnee County, Kansas",6539
20147,"Phillips County, Kansas",5297
20149,"Pottawatomie County, Kansas",24203
20151,"Pratt County, Kansas",9324
20153,"Rawlins County, Kansas",2490
20155,"Reno County, Kansas",62421
20157,"Republic County, Kansas",4607
20159,"Rice County, Kansas",9532
20161,"Riley County, Kansas",74059
20163,"Rooks County, Kansas",4985
20165,"Rush County, Kansas",2953
20167,"Russell County, Kansas",6896
20169,"Saline County, Kansas",54384
20171,"Scott County, Kansas",4893
20173,"Sedgwick County, Kansas",515416
20175,"Seward County, Kansas",21902
20177,"Shawnee County, Kansas",177293
20179,"Sheridan County, Kansas",2515
20181,"Sherman County, Kansas",5904
20183,"Smith County, Kansas",3594
20185,"Stafford County, Kansas",4125
20187,"Stanton County, Kansas",2030
20189,"Stevens County, Kansas",5498
20191,"Sumner County, Kansas",22928
20193,"Thomas County, Kansas",7748
20195,"Trego County, Kansas",2802
20197,"Wabaunsee County, Kansas",6877
20199,"Wallace County, Kansas",1583
20201,"Washington County, Kansas",5474
20203,"Wichita County, Kansas",2112
20205,"Wilson County, Kansas",8600
20207,"Woodson County, Kansas",3117
20209,"Wyandotte County, Kansas",165447
21001,"Adair County, Kentucky",19366
21003,"Allen County, Kentucky",21065
21005,"Anderson County, Kentucky",22580
21007,"Ballard County, Kentucky",7914
21009,"Barren County, Kentucky",44026
21011,"Bath County, Kentucky",12421
21013,"Bell County, Kentucky",26426
21015,"Boone County, Kentucky",132368
21017,"Bourbon County, Kentucky",19998
21019,"Boyd County, Kentucky",47361
21021,"Boyle County, Kentucky",30090
21023,"Bracken County, Kentucky",8308
21025,"Breathitt County, Kentucky",12802
21027,"Breckinridge County, Kentucky",20283
21029,"Bullitt County, Kentucky",80921
21031,"Butler County, Kentucky",12756
21033,"Caldwell County, Kentucky",12679
21035,"Calloway County, Kentucky",38991
21037,"Campbell County, Kentucky",93608
21039,"Carlisle County, Kentucky",4738
21041,"Carroll County, Kentucky",10691
21043,"Carter County, Kentucky",26976
21045,"Casey County, Kentucky",15968
21047,"Christian County, Kentucky",71470
21049,"Clark County, Kentucky",36152
21051,"Clay County, Kentucky",20110
21053,"Clinton County, Kentucky",10175
21055,"Crittenden County, Kentucky",8940
21057,"Cumberland County, Kentucky",6660
21059,"Daviess County, Kentucky",101001
21061,"Edmonson County, Kentucky",12195
21063,"Elliott County, Kentucky",7461
21065,"Estill County, Kentucky",14187
21067,"Fayette County, Kentucky",322200
21069,"Fleming County, Kentucky",14519
21071,"Floyd County, Kentucky",35931
21073,"Franklin County, Kentucky",50744
21075,"Fulton County, Kentucky",6064
21077,"Gallatin County, Kentucky",8760
21079,"Garrard County, Kentucky",17554
21081,"Grant County, Kentucky",25107
21083,"Graves County, Kentucky",37125
21085,"Grayson County, Kentucky",26313
21087,"Green County, Kentucky",11000
21089,"Greenup County, Kentucky",35359
21091,"Hancock County, Kentucky",8748
21093,"Hardin County, Kentucky",109627
21095,"Harlan County, Kentucky",26307
21097,"Harrison County, Kentucky",18763
21099,"Hart County, Kentucky",18833
21101,"Henderson County, Kentucky",45550
21103,"Henry County, Kentucky",15999
21105,"Hickman County, Kentucky",4461
21107,"Hopkins County, Kentucky",45044
21109,"Jackson County, Kentucky",13368
21111,"Jefferson County, Kentucky",768419
21113,"Jessamine County, Kentucky",53476
21115,"Johnson County, Kentucky",22427
21117,"Kenton County, Kentucky",166552
21119,"Knott County, Kentucky",15041
21121,"Knox County, Kentucky",31288
21123,"Larue County, Kentucky",14269
21125,"Laurel County, Kentucky",60631
21127,"Lawrence County, Kentucky",15604
21129,"Lee County, Kentucky",7088
21131,"Leslie County, Kentucky",10081
21133,"Letcher County, Kentucky",21936
21135,"Lewis County, Kentucky",13345
21137,"Lincoln County, Kentucky",24493
21139,"Livingston County, Kentucky",9172
21141,"Logan County, Kentucky",27049
21143,"Lyon County, Kentucky",8226
21145,"McCracken County, Kentucky",65485
21147,"McCreary County, Kentucky",17333
21149,"McLean County, Kentucky",9202
21151,"Madison County, Kentucky",92090
21153,"Magoffin County, Kentucky",12346
21155,"Marion County, Kentucky",19257
21157,"Marshall County, Kentucky",31225
21159,"Martin County, Kentucky",11421
21161,"Mason County, Kentucky",17122
21163,"Meade County, Kentucky",28379
21165,"Menifee County, Kentucky",6463
21167,"Mercer County, Kentucky",21690
21169,"Metcalfe County, Kentucky",10062
21171,"Monroe County, Kentucky",10616
21173,"Montgomery County, Kentucky",28042
21175,"Morgan County, Kentucky",13270
21177,"Muhlenberg County, Kentucky",30815
21179,"Nelson County, Kentucky",45915
21181,"Nicholas County, Kentucky",7189
21183,"Ohio County, Kentucky",24081
21185,"Oldham County, Kentucky",66508
21187,"Owen County, Kentucky",10847
21189,"Owsley County, Kentucky",4416
21191,"Pendleton County, Kentucky",14587
21193,"Perry County, Kentucky",26266
21195,"Pike County, Kentucky",58595
21197,"Powell County, Kentucky",12283
21199,"Pulaski County, Kentucky",64789
21201,"Robertson County, Kentucky",2139
21203,"Rockcastle County, Kentucky",16795
21205,"Rowan County, Kentucky",24534
21207,"Russell County, Kentucky",17846
21209,"Scott County, Kentucky",55961
21211,"Shelby County, Kentucky",48100
21213,"Simpson County, Kentucky",18319
21215,"Spencer County, Kentucky",18945
21217,"Taylor County, Kentucky",25572
21219,"Todd County, Kentucky",12334
21221,"Trigg County, Kentucky",14569
21223,"Trimble County, Kentucky",8528
21225,"Union County, Kentucky",14582
21227,"Warren County, Kentucky",130836
21229,"Washington County, Kentucky",12044
21231,"Wayne County, Kentucky",20447
21233,"Webster County, Kentucky",13021
21235,"Whitley County, Kentucky",36252
21237,"Wolfe County, Kentucky",7188
21239,"Woodford County, Kentucky",26486
22001,"Acadia Parish, Louisiana",62371
22003,"Allen Parish, Louisiana",25572
22005,"Ascension Parish, Louisiana",125061
22007,"Assumption Parish, Louisiana",22236
22009,"Avoyelles Parish, Louisiana",40465
22011,"Beauregard Parish, Louisiana",37387
22013,"Bienville Parish, Louisiana",13391
22015,"Bossier Parish, Louisiana",126952
22017,"Caddo Parish, Louisiana",243243
22019,"Calcasieu Parish, Louisiana",202858
22021,"Caldwell Parish, Louisiana",9959
22023,"Cameron Parish, Louisiana",6963
22025,"Catahoula Parish, Louisiana",9586
22027,"Claiborne Parish, Louisiana",15854
22029,"Concordia Parish, Louisiana",19533
22031,"De Soto Parish, Louisiana",27395
22033,"East Baton Rouge Parish, Louisiana",443158
22035,"East Carroll Parish, Louisiana",6947
22037,"East Feliciana Parish, Louisiana",19228
22039,"Evangeline Parish, Louisiana",33491
22041,"Franklin Parish, Louisiana",20109
22043,"Grant Parish, Louisiana",22339
22045,"Iberia Parish, Louisiana",70763
22047,"Iberville Parish, Louisiana",32626
22049,"Jackson Parish, Louisiana",15822
22051,"Jefferson Parish, Louisiana",434903
22053,"Jefferson Davis Parish, Louisiana",31425
22055,"Lafayette Parish, Louisiana",243692
22057,"Lafourche Parish, Louisiana",97980
22059,"LaSalle Parish, Louisiana",14950
22061,"Lincoln Parish, Louisiana",47118
22063,"Livingston Parish, Louisiana",140524
22065,"Madison Parish, Louisiana",11137
22067,"Morehouse Parish, Louisiana",25189
22069,"Natchitoches Parish, Louisiana",38505
22071,"Orleans Parish, Louisiana",391249
22073,"Ouachita Parish, Louisiana",154679
22075,"Plaquemines Parish, Louisiana",23305
22077,"Pointe Coupee Parish, Louisiana",21883
22079,"Rapides Parish, Louisiana",130376
22081,"Red River Parish, Louisiana",8462
22083,"Richland Parish, Louisiana",20251
22085,"Sabine Parish, Louisiana",23915
22087,"St. Bernard Parish, Louisiana",46694
22089,"St. Charles Parish, Louisiana",52856
22091,"St. Helena Parish, Louisiana",10227
22093,"St. James Parish, Louisiana",21142
22095,"St. John the Baptist Parish, Louisiana",43055
22097,"St. Landry Parish, Louisiana",82786
22099,"St. Martin Parish, Louisiana",53607
22101,"St. Mary Parish, Louisiana",50020
22103,"St. Tammany Parish, Louisiana",258447
22105,"Tangipahoa Parish, Louisiana",133753
22107,"Tensas Parish, Louisiana",4435
22109,"Terrebonne Parish, Louisiana",111297
22111,"Union Parish, Louisiana",22270
22113,"Vermilion Parish, Louisiana",59787
22115,"Vernon Parish, Louisiana",49315
22117,"Washington Parish, Louisiana",46325
22119,"Webster Parish, Louisiana",38813
22121,"West Baton Rouge Parish, Louisiana",26395
22123,"West Carroll Parish, Louisiana",10934
22125,"West Feliciana Parish, Louisiana",15441
22127,"Winn Parish, Louisiana",14165
23001,"Androscoggin County, Maine",107958
23003,"Aroostook County, Maine",67431
23005,"Cumberland County, Maine",294520
23007,"Franklin County, Maine",29933
23009,"Hancock County, Maine",54832
23011,"Kennebec County, Maine",122158
23013,"Knox County, Maine",39809
23015,"Lincoln County, Maine",34415
23017,"Oxford County, Maine",57741
23019,"Penobscot County, Maine",151696
23021,"Piscataquis County, Maine",16864
23023,"Sagadahoc County, Maine",35720
23025,"Somerset County, Maine",50573
23027,"Waldo County, Maine",39723
23029,"Washington County, Maine",31378
23031,"York County, Maine",206074
24001,"Allegany County, Maryland",71002
24003,"Anne Arundel County, Maryland",575421
24005,"Baltimore County, Maryland",828193
24009,"Calvert County, Maryland",92094
24011,"Caroline County, Maryland",33260
24013,"Carroll County, Maryland",168233
24015,"Cecil County, Maryland",102889
24017,"Charles County, Maryland",161448
24019,"Dorchester County, Maryland",31994
24021,"Frederick County, Maryland",255955
24023,"Garrett County, Maryland",29155
24025,"Harford County, Maryland",253736
24027,"Howard County, Maryland",322407
24029,"Kent County, Maryland",19456
24031,"Montgomery County, Maryland",1047661
24033,"Prince George's County, Maryland",910551
24035,"Queen Anne's County, Maryland",50163
24037,"St. Mary's County, Maryland",113182
24039,"Somerset County, Maryland",25699
24041,"Talbot County, Maryland",37087
24043,"Washington County, Maryland",150575
24045,"Wicomico County, Maryland",103222
24047,"Worcester County, Maryland",51967
24510,"Baltimore city, Maryland",602274
25001,"Barnstable County, Massachusetts",213505
25003,"Berkshire County, Massachusetts",125927
25005,"Bristol County, Massachusetts",563301
25007,"Dukes County, Massachusetts",17430
25009,"Essex County, Massachusetts",787038
25011,"Franklin County, Massachusetts",70529
25013,"Hampden County, Massachusetts",466647
25015,"Hampshire County, Massachusetts",161361
25017,"Middlesex County, Massachusetts",1605899
25019,"Nantucket County, Massachusetts",11212
25021,"Norfolk County, Massachusetts",703740
25023,"Plymouth County, Massachusetts",518597
25025,"Suffolk County, Massachusetts",801162
25027,"Worcester County, Massachusetts",826655
26001,"Alcona County, Michigan",10396
26003,"Alger County, Michigan",9098
26005,"Allegan County, Michigan",117104
26007,"Alpena County, Michigan",28431
26009,"Antrim County, Michigan",23301
26011,"Arenac County, Michigan",15013
26013,"Baraga County, Michigan",8337
26015,"Barry County, Michigan",61045
26017,"Bay County, Michigan",103506
26019,"Benzie County, Michigan",17703
26021,"Berrien County, Michigan",153797
26023,"Branch County, Michigan",43428
26025,"Calhoun County, Michigan",133943
26027,"Cass County, Michigan",51613
26029,"Charlevoix County, Michigan",26197
26031,"Cheboygan County, Michigan",25435
26033,"Chippewa County, Michigan",37418
26035,"Clare County, Michigan",30655
26037,"Clinton County, Michigan",78957
26039,"Crawford County, Michigan",13904
26041,"Delta County, Michigan",35874
26043,"Dickinson County, Michigan",25373
26045,"Eaton County, Michigan",109730
26047,"Emmet County, Michigan",33175
26049,"Genesee County, Michigan",406770
26051,"Gladwin County, Michigan",25312
26053,"Gogebic County, Michigan",14715
26055,"Grand Traverse County, Michigan",92640
26057,"Gratiot County, Michigan",40692
26059,"Hillsdale County, Michigan",45707
26061,"Houghton County, Michigan",35890
26063,"Huron County, Michigan",31105
26065,"Ingham County, Michigan",290923
26067,"Ionia County, Michigan",64401
26069,"Iosco County, Michigan",25213
26071,"Iron County, Michigan",11099
26073,"Isabella County, Michigan",70363
26075,"Jackson County, Michigan",158174
26077,"Kalamazoo County, Michigan",264322
26079,"Kalkaska County, Michigan",17725
26081,"Kent County, Michigan",652617
26083,"Keweenaw County, Michigan",2102
26085,"Lake County, Michigan",11805
26087,"Lapeer County, Michigan",87975
26089,"Leelanau County, Michigan",21649
26091,"Lenawee County, Michigan",98310
26093,"Livingston County, Michigan",190832
26095,"Luce County, Michigan",6286
26097,"Mackinac County, Michigan",10781
26099,"Macomb County, Michigan",870893
26101,"Manistee County, Michigan",24539
26103,"Marquette County, Michigan",66403
26105,"Mason County, Michigan",29062
26107,"Mecosta County, Michigan",43481
26109,"Menominee County, Michigan",22902
26111,"Midland County, Michigan",83445
26113,"Missaukee County, Michigan",15075
26115,"Monroe County, Michigan",150000
26117,"Montcalm County, Michigan",63516
26119,"Montmorency County, Michigan",9270
26121,"Muskegon County, Michigan",173679
26123,"Newaygo County, Michigan",48687
26125,"Oakland County, Michigan",1255340
26127,"Oceana County, Michigan",26545
26129,"Ogemaw County, Michigan",20895
26131,"Ontonagon County, Michigan",5802
26133,"Osceola County, Michigan",23323
26135,"Oscoda County, Michigan",8282
26137,"Otsego County, Michigan",24613
26139,"Ottawa County, Michigan",289162
26141,"Presque Isle County, Michigan",12687
26143,"Roscommon County, Michigan",23863
26145,"Saginaw County, Michigan",191166
26147,"St. Clair County, Michigan",159285
26149,"St. Joseph County, Michigan",60789
26151,"Sanilac County, Michigan",41179
26153,"Schoolcraft County, Michigan",8031
26155,"Shiawassee County, Michigan",68176
26157,"Tuscola County, Michigan",52683
26159,"Van Buren County, Michigan",75416
26161,"Washtenaw County, Michigan",368385
26163,"Wayne County, Michigan",1753059
26165,"Wexford County, Michigan",33433
27001,"Aitkin County, Minnesota",15826
27003,"Anoka County, Minnesota",353775
27005,"Becker County, Minnesota",34227
27007,"Beltrami County, Minnesota",46784
27009,"Benton County, Minnesota",40476
27011,"Big Stone County, Minnesota",4974
27013,"Blue Earth County, Minnesota",67368
27015,"Brown County, Minnesota",25076
27017,"Carlton County, Minnesota",35709
27019,"Carver County, Minnesota",103561
27021,"Cass County, Minnesota",29462
27023,"Chippewa County, Minnesota",11876
27025,"Chisago County, Minnesota",55844
27027,"Clay County, Minnesota",64029
27029,"Clearwater County, Minnesota",8872
27031,"Cook County, Minnesota",5402
27033,"Cottonwood County, Minnesota",11279
27035,"Crow Wing County, Minnesota",64775
27037,"Dakota County, Minnesota",425271
27039,"Dodge County, Minnesota",20807
27041,"Douglas County, Minnesota",37820
27043,"Faribault County, Minnesota",13727
27045,"Fillmore County, Minnesota",21031
27047,"Freeborn County, Minnesota",30465
27049,"Goodhue County, Minnesota",46330
27051,"Grant County, Minnesota",5962
27053,"Hennepin County, Minnesota",1255296
27055,"Houston County, Minnesota",18670
27057,"Hubbard County, Minnesota",21287
27059,"Isanti County, Minnesota",40004
27061,"Itasca County, Minnesota",45180
27063,"Jackson County, Minnesota",9873
27065,"Kanabec County, Minnesota",16205
27067,"Kandiyohi County, Minnesota",42909
27069,"Kittson County, Minnesota",4272
27071,"Koochiching County, Minnesota",12355
27073,"Lac qui Parle County, Minnesota",6645
27075,"Lake County, Minnesota",10571
27077,"Lake of the Woods County, Minnesota",3747
27079,"Le Sueur County, Minnesota",28425
27081,"Lincoln County, Minnesota",5641
27083,"Lyon County, Minnesota",25696
27085,"McLeod County, Minnesota",35788
27087,"Mahnomen County, Minnesota",5508
27089,"Marshall County, Minnesota",9353
27091,"Martin County, Minnesota",19737
27093,"Meeker County, Minnesota",23149
27095,"Mille Lacs County, Minnesota",25963
27097,"Morrison County, Minnesota",33119
27099,"Mower County, Minnesota",39931
27101,"Murray County, Minnesota",8247
27103,"Nicollet County, Minnesota",34176
27105,"Nobles County, Minnesota",21667
27107,"Norman County, Minnesota",6466
27109,"Olmsted County, Minnesota",156446
27111,"Otter Tail County, Minnesota",58416
27113,"Pennington County, Minnesota",14110
27115,"Pine County, Minnesota",29254
27117,"Pipestone County, Minnesota",9163
27119,"Polk County, Minnesota",31384
27121,"Pope County, Minnesota",11107
27123,"Ramsey County, Minnesota",546598
27125,"Red Lake County, Minnesota",4005
27127,"Redwood County, Minnesota",15193
27129,"Renville County, Minnesota",14572
27131,"Rice County, Minnesota",66549
27133,"Rock County, Minnesota",9386
27135,"Roseau County, Minnesota",15259
27137,"St. Louis County, Minnesota",199499
27139,"Scott County, Minnesota",147201
27141,"Sherburne County, Minnesota",96015
27143,"Sibley County, Minnesota",14871
27145,"Stearns County, Minnesota",159788
27147,"Steele County, Minnesota",36710
27149,"Stevens County, Minnesota",9770
27151,"Swift County, Minnesota",9329
27153,"Todd County, Minnesota",24603
27155,"Traverse County, Minnesota",3282
27157,"Wabasha County, Minnesota",21564
27159,"Wadena County, Minnesota",13681
27161,"Waseca County, Minnesota",18658
27163,"Washington County, Minnesota",259072
27165,"Watonwan County, Minnesota",10903
27167,"Wilkin County, Minnesota",6264
27169,"Winona County, Minnesota",50744
27171,"Wright County, Minnesota",136387
27173,"Yellow Medicine County, Minnesota",9775
28001,"Adams County, Mississippi",31103
28003,"Alcorn County, Mississippi",37058
28005,"Amite County, Mississippi",12341
28007,"Attala County, Mississippi",18308
28009,"Benton County, Mississippi",8275
28011,"Bolivar County, Mississippi",31253
28013,"Calhoun County, Mississippi",14417
28015,"Carroll County, Mississippi",9972
28017,"Chickasaw County, Mississippi",17060
28019,"Choctaw County, Mississippi",8206
28021,"Claiborne County, Mississippi",9042
28023,"Clarke County, Mississippi",15612
28025,"Clay County, Mississippi",19515
28027,"Coahoma County, Mississippi",22685
28029,"Copiah County, Mississippi",28339
28031,"Covington County, Mississippi",18810
28033,"DeSoto County, Mississippi",182256
28035,"Forrest County, Mississippi",75162
28037,"Franklin County, Mississippi",7716
28039,"George County, Mississippi",24098
28041,"Greene County, Mississippi",13619
28043,"Grenada County, Mississippi",20927
28045,"Hancock County, Mississippi",47339
28047,"Harrison County, Mississippi",206169
28049,"Hinds County, Mississippi",235604
28051,"Holmes County, Mississippi",17414
28053,"Humphreys County, Mississippi",8198
28055,"Issaquena County, Mississippi",1223
28057,"Itawamba County, Mississippi",23396
28059,"Jackson County, Mississippi",142872
28061,"Jasper County, Mississippi",16454
28063,"Jefferson County, Mississippi",7129
28065,"Jefferson Davis County, Mississippi",11182
28067,"Jones County, Mississippi",68307
28069,"Kemper County, Mississippi",9829
28071,"Lafayette County, Mississippi",54059
28073,"Lamar County, Mississippi",62693
28075,"Lauderdale County, Mississippi",75557
28077,"Lawrence County, Mississippi",12595
28079,"Leake County, Mississippi",22791
28081,"Lee County, Mississippi",85304
28083,"Leflore County, Mississippi",28764
28085,"Lincoln County, Mississippi",34197
28087,"Lowndes County, Mississippi",58896
28089,"Madison County, Mississippi",105482
28091,"Marion County, Mississippi",24785
28093,"Marshall County, Mississippi",35502
28095,"Monroe County, Mississippi",35559
28097,"Montgomery County, Mississippi",9956
28099,"Neshoba County, Mississippi",29250
28101,"Newton County, Mississippi",21215
28103,"Noxubee County, Mississippi",10566
28105,"Oktibbeha County, Mississippi",49593
28107,"Panola County, Mississippi",34079
28109,"Pearl River County, Mississippi",55512
28111,"Perry County, Mississippi",11981
28113,"Pike County, Mississippi",39365
28115,"Pontotoc County, Mississippi",31996
28117,"Prentiss County, Mississippi",25155
28119,"Quitman County, Mississippi",7038
28121,"Rankin County, Mississippi",154119
28123,"Scott County, Mississippi",28288
28125,"Sharkey County, Mississippi",4427
28127,"Simpson County, Mississippi",26818
28129,"Smith County, Mississippi",15919
28131,"Stone County, Mississippi",18282
28133,"Sunflower County, Mississippi",25759
28135,"Tallahatchie County, Mississippi",14041
28137,"Tate County, Mississippi",28419
28139,"Tippah County, Mississippi",21976
28141,"Tishomingo County, Mississippi",19396
28143,"Tunica County, Mississippi",9807
28145,"Union County, Mississippi",28578
28147,"Walthall County, Mississippi",14423
28149,"Warren County, Mississippi",46030
28151,"Washington County, Mississippi",45072
28153,"Wayne County, Mississippi",20344
28155,"Webster County, Mississippi",9727
28157,"Wilkinson County, Mississippi",8727
28159,"Winston County, Mississippi",18116
28161,"Yalobusha County, Mississippi",12276
28163,"Yazoo County, Mississippi",28511
29001,"Adair County, Missouri",25468
29003,"Andrew County, Missouri",17554
29005,"Atchison County, Missouri",5180
29007,"Audrain County, Missouri",25336
29009,"Barry County, Missouri",35615
29011,"Barton County, Missouri",11732
29013,"Bates County, Missouri",16282
29015,"Benton County, Missouri",19305
29017,"Bollinger County, Missouri",12181
29019,"Boone County, Missouri",179704
29021,"Buchanan County, Missouri",87904
29023,"Butler County, Missouri",42570
29025,"Caldwell County, Missouri",9052
29027,"Callaway County, Missouri",44944
29029,"Camden County, Missouri",45823
29031,"Cape Girardeau County, Missouri",78834
29033,"Carroll County, Missouri",8723
29035,"Carter County, Missouri",6085
29037,"Cass County, Missouri",104687
29039,"Cedar County, Missouri",14144
29041,"Chariton County, Missouri",7449
29043,"Christian County, Missouri",87324
29045,"Clark County, Missouri",6783
29047,"Clay County, Missouri",246480
29049,"Clinton County, Missouri",20503
29051,"Cole County, Missouri",76630
29053,"Cooper County, Missouri",17522
29055,"Crawford County, Missouri",23984
29057,"Dade County, Missouri",7571
29059,"Dallas County, Missouri",16841
